mz,intensity
436.7532671,0
436.7544918,0
436.7557165,0
436.7569412,1547.578979
436.758166,2803.602295
436.7593907,3291.068604
436.7606154,2732.671631
436.7618402,1627.048218
436.7630655,0
436.7642903,0
436.7655151,0
436.7667398,0
437.8268637,0
437.828093,0
437.8293222,0
437.8305514,0
437.8317807,924.4830322
437.8330099,2233.875488
437.8342392,3282.422852
437.8354685,3343.98291
437.8366977,2377.012207
437.837927,1062.244507
437.8391563,0
437.8403856,0
437.8416149,0
437.8428441,0
437.8440734,0
437.8453028,0
437.8465321,0
437.8477614,1705.366455
437.8489907,3136.465576
437.85022,4021.901367
437.8514493,3942.667236
437.8526787,3200.67041
437.853908,2382.822021
437.8551374,1755.666748
437.8563669,0
437.8575963,0
437.8588257,0
437.860055,0
438.254949,0
438.25618,0
438.2574111,0
438.2586421,0
438.2598732,1045.411133
438.2611042,2105.395508
438.2623353,2657.568604
438.2635663,2308.29834
438.2647974,1312.452515
438.2660288,0
438.2672599,0
438.2684909,0
438.269722,0
438.7625747,0
438.7638079,0
438.7650411,0
438.7662743,0
438.7675075,1084.392212
438.7687406,2016.93689
438.7699738,2547.078125
438.771207,2226.63208
438.7724403,1238.779297
438.7736737,0
438.7749069,0
438.7761401,0
438.7773733,0
439.0697957,0
439.0710301,0
439.0722646,0
439.0734991,0
439.0747336,1304.03479
439.075968,2110.032471
439.0772025,2442.256348
439.078437,2121.219482
439.0796715,1338.674927
439.0809062,0
439.0821407,0
439.0833752,0
439.0846098,0
439.3328552,0
439.3340908,0
439.3353264,0
439.336562,0
439.3377976,1281.172485
439.3390332,2227.618652
439.3402688,2871.989502
439.3415044,2836.699219
439.34274,2116.269775
439.3439756,1130.80603
439.3452115,0
439.3464472,0
439.3476828,0
439.3489185,0
439.8349292,0
439.8361669,0
439.8374046,0
439.8386423,0
439.83988,488.440033
439.8411177,2844.967773
439.8423554,10043.98926
439.8435932,18334.04297
439.8448309,25707.62109
439.8460687,22521.35156
439.8473064,14025.81348
439.8485441,6030.086914
439.8497819,2122.128418
439.8510197,1135.322876
439.852258,0
439.8534957,0
439.8547335,0
439.8559713,0
440.7994394,0
440.8006811,0
440.8019229,0
440.8031647,0
440.8044065,989.5490112
440.8056483,2139.700195
440.8068901,2698.811035
440.8081319,2178.68042
440.8093737,1011.346375
440.8106155,0
440.8118573,0
440.8130991,0
440.814341,0
440.8366948,0
440.8379367,0
440.8391786,0
440.8404206,0
440.8416625,1252.210449
440.8429045,5267.715332
440.8441464,9287.821289
440.8453884,12161.28906
440.8466303,10391.44141
440.8478723,6893.498047
440.8491143,1821.454102
440.8503563,589.5362549
440.8515985,0
440.8528405,0
440.8540825,0
440.8553245,0
441.2903476,0
441.2915914,0
441.2928353,0
441.2940791,0
441.295323,1758.062744
441.2965668,3880.620117
441.2978107,5933.45166
441.2990546,6434.917969
441.3002985,4919.458496
441.3015424,2452.478516
441.3027863,601.2952881
441.3040302,0
441.3052741,0
441.306518,0
441.3077619,0
441.3712085,0
441.3724527,0
441.3736969,0
441.3749411,0
441.3761853,1822.870483
441.3774295,2853.154541
441.3786737,3429.728516
441.3799179,3197.50415
441.3811621,2231.216064
441.3824064,1071.599976
441.3836511,0
441.3848954,0
441.3861396,0
441.3873839,0
442.2958443,0
442.2970924,0
442.2983405,0
442.2995886,0
442.3008367,1898.509277
442.3020848,3046.224854
442.303333,3176.642578
442.3045811,2200.595703
442.3058292,879.2124634
442.3070778,0
442.308326,0
442.3095741,0
442.3108223,0
443.1332566,0
443.1345082,0
443.1357599,0
443.1370115,0
443.1382632,613.0058594
443.1395149,1831.268188
443.1407665,3549.558105
443.1420182,7183.85791
443.1432699,7073.695801
443.1445216,3326.591797
443.1457733,1671.107544
443.147025,536.1533203
443.148277,0
443.1495287,0
443.1507804,0
443.1520322,0
443.7233693,0
443.7246235,0
443.7258776,0
443.7271318,0
443.728386,1029.609619
443.7296401,2058.770996
443.7308943,2787.2229
443.7321485,2733.391113
443.7334027,1900.605591
443.7346571,0
443.7359113,0
443.7371655,0
443.7384197,0
444.133759,0
444.1350149,0
444.1362708,0
444.1375267,0
444.1387826,1738.698486
444.1400385,3204.62915
444.1412944,4047.307373
444.1425503,3674.792236
444.1438062,2354.049561
444.1450622,917.0995483
444.1463182,0
444.1475742,0
444.1488301,0
444.1500861,0
444.3196883,0
444.320945,0
444.3222017,0
444.3234583,0
444.324715,1582.296021
444.3259717,2809.719727
444.3272284,3244.962158
444.3284851,2594.966309
444.3297418,1353.662476
444.330999,0
444.3322557,0
444.3335125,0
444.3347692,0
445.1074117,0
445.1086717,0
445.1099317,0
445.1111918,0
445.1124518,0
445.1137118,3441.156006
445.1149719,3173.498535
445.1162319,10045.97852
445.117492,48220.51953
445.1187521,160619.7969
445.1200121,291590.9375
445.1212722,408078
445.1225323,354621.0313
445.1237924,219253.0313
